Date,Open,High,Low,Close,Adj Close,Volume
2020-08-25,1.307207,1.317055,1.305977,1.307138,1.307138,0
2020-08-26,1.314924,1.321248,1.311819,1.315218,1.315218,0
2020-08-27,1.321895,1.327981,1.316673,1.321982,1.321982,0
2020-08-28,1.319970,1.335363,1.318826,1.319958,1.319958,0
2020-08-31,1.335506,1.339316,1.330265,1.335648,1.335648,0
2020-09-01,1.336505,1.348072,1.335648,1.336452,1.336452,0
2020-09-02,1.340051,1.340141,1.328533,1.339944,1.339944,0
2020-09-03,1.334999,1.334999,1.324696,1.335131,1.335131,0
2020-09-04,1.326700,1.331824,1.317801,1.326225,1.326225,0
2020-09-07,1.324837,1.325908,1.314302,1.324574,1.324574,0
2020-09-08,1.316257,1.316656,1.301219,1.316222,1.316222,0
2020-09-09,1.296798,1.301795,1.288726,1.296849,1.296849,0
2020-09-10,1.299883,1.303356,1.284406,1.299917,1.299917,0
2020-09-11,1.281082,1.286008,1.276585,1.280830,1.280830,0
2020-09-14,1.280984,1.291506,1.279198,1.280656,1.280656,0
2020-09-15,1.284687,1.292491,1.281723,1.284967,1.284967,0
2020-09-16,1.288328,1.300576,1.287830,1.288477,1.288477,0
2020-09-17,1.296109,1.299511,1.286654,1.296000,1.296000,0
2020-09-18,1.298415,1.299917,1.293661,1.297555,1.297555,0
2020-09-21,1.293343,1.296613,1.278159,1.293276,1.293276,0
2020-09-22,1.281673,1.286587,1.271407,1.282051,1.282051,0
2020-09-23,1.274356,1.277580,1.267957,1.274405,1.274405,0
2020-09-24,1.271795,1.277449,1.269277,1.271747,1.271747,0
2020-09-25,1.275657,1.280377,1.269132,1.275705,1.275705,0
2020-09-28,1.276539,1.291906,1.275315,1.276683,1.276683,0
2020-09-29,1.287283,1.289873,1.283648,1.287349,1.287349,0
2020-09-30,1.286505,1.293962,1.280787,1.286654,1.286654,0
2020-10-01,1.291823,1.298027,1.282298,1.291756,1.291756,0
2020-10-02,1.288560,1.295102,1.283961,1.288627,1.288627,0
2020-10-05,1.292808,1.298752,1.290156,1.293109,1.293109,0
2020-10-06,1.299207,1.300898,1.292340,1.299258,1.299258,0
2020-10-07,1.288477,1.292925,1.285033,1.288328,1.288328,0
2020-10-08,1.291656,1.296933,1.289657,1.291756,1.291756,0
2020-10-09,1.293929,1.301507,1.292674,1.294046,1.294046,0
2020-10-12,1.302932,1.307976,1.300559,1.303169,1.303169,0
2020-10-13,1.306592,1.306745,1.296193,1.306575,1.306575,0
2020-10-14,1.293326,1.306267,1.286670,1.293527,1.293527,0
2020-10-15,1.301439,1.302932,1.289258,1.301236,1.301236,0
2020-10-16,1.290306,1.296176,1.287333,1.290206,1.290206,0
2020-10-19,1.292775,1.302287,1.292491,1.292775,1.292775,0
2020-10-20,1.294700,1.297791,1.291272,1.294867,1.294867,0
2020-10-21,1.295706,1.317141,1.295521,1.295404,1.295404,0
2020-10-22,1.313111,1.314994,1.307172,1.313198,1.313198,0
2020-10-23,1.307839,1.311441,1.302270,1.307805,1.307805,0
2020-10-26,1.305364,1.307258,1.299545,1.305466,1.305466,0
2020-10-27,1.301727,1.307788,1.300255,1.301575,1.301575,0
2020-10-28,1.303169,1.306353,1.291839,1.303186,1.303186,0
2020-10-29,1.298786,1.302524,1.288361,1.298988,1.298988,0
2020-10-30,1.293209,1.298752,1.290006,1.293193,1.293193,0
2020-11-02,1.292708,1.294247,1.285678,1.292674,1.292674,0
2020-11-03,1.292400,1.307702,1.291606,1.292390,1.292390,0
2020-11-04,1.313267,1.313767,1.291789,1.312164,1.312164,0
2020-11-05,1.296109,1.313249,1.294264,1.296680,1.296680,0
2020-11-06,1.313836,1.317593,1.309552,1.313940,1.313940,0
2020-11-09,1.317922,1.320585,1.312164,1.318061,1.318061,0
2020-11-10,1.316760,1.327633,1.315876,1.316968,1.316968,0
2020-11-11,1.326154,1.329451,1.319435,1.326154,1.326154,0
2020-11-12,1.322401,1.322874,1.312560,1.322419,1.322419,0
2020-11-13,1.312388,1.318687,1.311131,1.312164,1.312164,0
2020-11-16,1.321982,1.324188,1.316864,1.322052,1.322052,0
2020-11-17,1.322314,1.327140,1.319383,1.322209,1.322209,0
2020-11-18,1.325926,1.331115,1.324503,1.325908,1.325908,0
2020-11-19,1.324486,1.326350,1.319958,1.325645,1.325645,0
2020-11-20,1.325047,1.329557,1.324960,1.324924,1.324924,0
2020-11-23,1.330336,1.339764,1.326665,1.330513,1.330513,0
2020-11-24,1.332356,1.337972,1.329593,1.332907,1.332907,0
2020-11-25,1.336237,1.339351,1.330707,1.336327,1.336327,0
2020-11-26,1.338473,1.339870,1.332303,1.338545,1.338545,0
2020-11-27,1.335220,1.338115,1.329593,1.335452,1.335452,0
2020-11-30,1.333067,1.338133,1.330637,1.333191,1.333191,0
2020-12-01,1.333725,1.343851,1.331913,1.333689,1.333689,0
2020-12-02,1.342228,1.344140,1.329169,1.342264,1.342264,0
2020-12-03,1.337095,1.350001,1.335434,1.337077,1.337077,0
2020-12-04,1.345261,1.353766,1.341814,1.345497,1.345497,0
2020-12-07,1.341562,1.343653,1.322741,1.341742,1.341742,0
2020-12-08,1.335702,1.338491,1.329169,1.335738,1.335738,0
2020-12-09,1.336648,1.347654,1.336273,1.336559,1.336559,0
2020-12-10,1.336666,1.338957,1.324995,1.336702,1.336702,0
2020-12-11,1.330230,1.332500,1.313698,1.330566,1.330566,0
2020-12-14,1.331824,1.344375,1.329328,1.331824,1.331824,0
2020-12-15,1.332539,1.344863,1.328515,1.333084,1.333084,0
2020-12-16,1.344760,1.355014,1.343544,1.344447,1.344447,0
2020-12-17,1.350293,1.362194,1.349673,1.350293,1.350293,0
2020-12-18,1.356944,1.357239,1.347473,1.357018,1.357018,0
2020-12-21,1.340267,1.341184,1.319226,1.340195,1.340195,0
2020-12-22,1.344827,1.345659,1.330955,1.344954,1.344954,0
2020-12-23,1.339746,1.356135,1.337292,1.339944,1.339944,0
2020-12-24,1.351114,1.362027,1.350713,1.350530,1.350530,0
2020-12-25,1.356963,1.361300,1.351534,1.355201,1.355201,0
2020-12-28,1.357368,1.357773,1.343598,1.357239,1.357239,0
2020-12-29,1.346566,1.352064,1.346185,1.346602,1.346602,0
2020-12-30,1.349764,1.361748,1.349455,1.349990,1.349990,0
2020-12-31,1.362992,1.368457,1.360933,1.363066,1.363066,0
2021-01-01,1.369000,1.369000,1.366600,1.367301,1.367301,0
2021-01-04,1.368270,1.370379,1.354903,1.368420,1.368420,0
2021-01-05,1.357294,1.362583,1.355565,1.357160,1.357160,0
2021-01-06,1.362639,1.366979,1.354298,1.362955,1.362955,0
2021-01-07,1.362231,1.363382,1.354133,1.362528,1.362528,0
2021-01-08,1.356815,1.363178,1.354041,1.356963,1.356963,0
2021-01-11,1.352100,1.352979,1.345424,1.351625,1.351625,0
2021-01-12,1.352576,1.363568,1.350767,1.352411,1.352411,0
2021-01-13,1.366890,1.369994,1.362249,1.367054,1.367054,0
2021-01-14,1.364722,1.369319,1.361730,1.364927,1.364927,0
2021-01-15,1.368363,1.369788,1.357405,1.368363,1.368363,0
2021-01-18,1.357423,1.358991,1.352100,1.357534,1.357534,0
2021-01-19,1.358253,1.362788,1.358253,1.358124,1.358124,0
2021-01-20,1.364498,1.371460,1.362416,1.364424,1.364424,0
2021-01-21,1.366662,1.374533,1.366064,1.366848,1.366848,0
2021-01-22,1.373042,1.373740,1.363717,1.372947,1.372947,0
2021-01-25,1.368719,1.372288,1.365113,1.368820,1.368820,0
2021-01-26,1.367559,1.374419,1.361044,1.367899,1.367899,0
2021-01-27,1.374174,1.375989,1.366232,1.374155,1.374155,0
2021-01-28,1.367353,1.373268,1.363159,1.366942,1.366942,0
2021-01-29,1.372646,1.375119,1.365878,1.372501,1.372501,0
2021-02-01,1.369807,1.375686,1.365803,1.369769,1.369769,0
2021-02-02,1.367559,1.370952,1.361359,1.367877,1.367877,0
2021-02-03,1.366214,1.368232,1.362101,1.365934,1.365934,0
2021-02-04,1.365039,1.369863,1.357147,1.364908,1.364908,0
2021-02-05,1.367278,1.374004,1.366755,1.367615,1.367615,0
2021-02-08,1.373928,1.374986,1.368251,1.373872,1.373872,0
2021-02-09,1.374570,1.379881,1.374382,1.374570,1.374570,0
2021-02-10,1.381654,1.386599,1.380453,1.381799,1.381799,0
2021-02-11,1.383241,1.385617,1.381082,1.383260,1.383260,0
2021-02-12,1.381101,1.385675,1.377695,1.381025,1.381025,0
2021-02-15,1.387155,1.391971,1.386689,1.387155,1.387155,0
2021-02-16,1.391362,1.395148,1.387059,1.391479,1.391479,0
2021-02-17,1.388638,1.390260,1.383145,1.388812,1.388812,0
2021-02-18,1.386597,1.398445,1.384064,1.386636,1.386636,0
2021-02-19,1.396804,1.403509,1.395206,1.396746,1.396746,0
2021-02-22,1.402761,1.407598,1.398152,1.403115,1.403115,0
2021-02-23,1.407024,1.411472,1.405738,1.407123,1.407123,0
2021-02-24,1.412090,1.421707,1.408709,1.412031,1.412031,0
2021-02-25,1.414547,1.418218,1.410059,1.414827,1.414827,0
2021-02-26,1.400541,1.402013,1.389082,1.400815,1.400815,0
2021-03-01,1.397624,1.399972,1.390569,1.397253,1.397253,0
2021-03-02,1.392874,1.396219,1.385982,1.392952,1.392952,0
2021-03-03,1.395479,1.400325,1.392292,1.395498,1.395498,0
2021-03-04,1.392370,1.401110,1.391788,1.392699,1.392699,0
2021-03-05,1.389506,1.390530,1.378170,1.389410,1.389410,0
2021-03-08,1.384811,1.385999,1.380281,1.385368,1.385368,0
2021-03-09,1.382437,1.392118,1.380338,1.382361,1.382361,0
2021-03-10,1.388710,1.393417,1.384677,1.389043,1.389043,0
2021-03-11,1.393130,1.398054,1.392176,1.393146,1.393146,0
2021-03-12,1.398641,1.400403,1.386789,1.398993,1.398993,0
2021-03-15,1.393088,1.394895,1.385425,1.392952,1.392952,0
2021-03-16,1.390028,1.390125,1.381139,1.389912,1.389912,0
2021-03-17,1.390279,1.392699,1.386886,1.390221,1.390221,0
2021-03-18,1.397312,1.400050,1.389835,1.397585,1.397585,0
2021-03-19,1.392312,1.395654,1.383279,1.392506,1.392506,0
2021-03-22,1.383489,1.387521,1.381884,1.383260,1.383260,0
2021-03-23,1.386021,1.386309,1.375592,1.386251,1.386251,0
2021-03-24,1.373626,1.374249,1.367484,1.373042,1.373042,0
2021-03-25,1.369019,1.373909,1.367073,1.368888,1.368888,0
2021-03-26,1.374778,1.380987,1.374344,1.374911,1.374911,0
2021-03-29,1.378930,1.384658,1.375724,1.379101,1.379101,0
2021-03-30,1.377467,1.378360,1.370821,1.377505,1.377505,0
2021-03-31,1.374759,1.381025,1.371817,1.374665,1.374665,0
2021-04-01,1.378873,1.383700,1.374930,1.378626,1.378626,0
2021-04-02,1.383509,1.385425,1.381444,1.383509,1.383509,0
2021-04-05,1.382973,1.391382,1.381425,1.383126,1.383126,0
2021-04-06,1.391324,1.391982,1.381941,1.391401,1.391401,0
2021-04-07,1.383069,1.383968,1.373023,1.383126,1.383126,0
2021-04-08,1.374023,1.378360,1.372043,1.374382,1.374382,0
2021-04-09,1.373626,1.375327,1.367185,1.373438,1.373438,0
2021-04-12,1.370858,1.377714,1.367054,1.371215,1.371215,0
2021-04-13,1.375421,1.376900,1.370276,1.375383,1.375383,0
2021-04-14,1.376273,1.380891,1.375062,1.375970,1.375970,0
2021-04-15,1.377790,1.380891,1.376273,1.377923,1.377923,0
2021-04-16,1.378474,1.382762,1.371893,1.378550,1.378550,0
2021-04-19,1.381941,1.399189,1.381044,1.381845,1.381845,0
2021-04-20,1.399208,1.400953,1.393592,1.399384,1.399384,0
2021-04-21,1.393728,1.394895,1.388696,1.393884,1.393884,0
2021-04-22,1.393280,1.395089,1.382858,1.393185,1.393185,0
2021-04-23,1.384409,1.389661,1.383719,1.384026,1.384026,0
2021-04-26,1.386713,1.392932,1.386674,1.386636,1.386636,0
2021-04-27,1.389468,1.392350,1.385944,1.389564,1.389564,0
2021-04-28,1.390301,1.392195,1.386251,1.390356,1.390356,0
2021-04-29,1.395673,1.397585,1.393301,1.395673,1.395673,0
2021-04-30,1.395050,1.395868,1.381025,1.395284,1.395284,0
2021-05-03,1.381922,1.393107,1.380548,1.381979,1.381979,0
2021-05-04,1.390395,1.390627,1.384064,1.390376,1.390376,0
2021-05-05,1.388870,1.392641,1.387790,1.388812,1.388812,0
2021-05-06,1.391246,1.393825,1.386655,1.390975,1.390975,0
2021-05-07,1.389642,1.400070,1.389198,1.389854,1.389854,0
2021-05-10,1.403749,1.415769,1.401581,1.404120,1.404120,0
2021-05-11,1.413228,1.415789,1.410656,1.413128,1.413128,0
2021-05-12,1.413727,1.415027,1.407836,1.413827,1.413827,0
2021-05-13,1.406035,1.407935,1.400796,1.406371,1.406371,0
2021-05-14,1.404692,1.411034,1.403706,1.405086,1.405086,0
2021-05-17,1.410000,1.412829,1.407856,1.410179,1.410179,0
2021-05-18,1.414847,1.422050,1.414687,1.414867,1.414867,0
2021-05-19,1.419003,1.420200,1.413408,1.418802,1.418802,0
2021-05-20,1.410795,1.418138,1.410318,1.410616,1.410616,0
2021-05-21,1.418681,1.423346,1.415428,1.418560,1.418560,0
2021-05-24,1.414027,1.417133,1.411851,1.414287,1.414287,0
2021-05-25,1.415689,1.421040,1.411771,1.415609,1.415609,0
2021-05-26,1.414327,1.417635,1.411931,1.414387,1.414387,0
2021-05-27,1.411313,1.419487,1.409225,1.411612,1.411612,0
2021-05-28,1.420354,1.420656,1.413707,1.420374,1.420374,0
2021-05-31,1.418239,1.421686,1.416591,1.418037,1.418037,0
2021-06-01,1.422758,1.424725,1.415568,1.422678,1.422678,0
2021-06-02,1.415669,1.418440,1.411512,1.415709,1.415709,0
2021-06-03,1.417214,1.420192,1.409304,1.417193,1.417193,0
2021-06-04,1.411034,1.420051,1.408599,1.410994,1.410994,0
2021-06-07,1.416190,1.418399,1.411233,1.416431,1.416431,0
2021-06-08,1.417649,1.418641,1.412370,1.417656,1.417656,0
2021-06-09,1.414827,1.418842,1.411572,1.414988,1.414988,0
2021-06-10,1.411114,1.417053,1.407559,1.411233,1.411233,0
2021-06-11,1.417113,1.418641,1.410636,1.417013,1.417013,0
2021-06-14,1.412031,1.412429,1.407162,1.411931,1.411931,0
2021-06-15,1.411034,1.412848,1.403686,1.410994,1.410994,0
2021-06-16,1.408312,1.413228,1.407697,1.408153,1.408153,0
2021-06-17,1.398347,1.400953,1.391208,1.399071,1.399071,0
2021-06-18,1.393903,1.394506,1.379710,1.393864,1.393864,0
